date,product with quantity,price
10-03-2015,Maggi Healthy Soups - Chicken 52g,Rs.45.00
10-03-2015,Maggi Healthy Soups - Chicken Sweet Corn 47g,Rs.45.00
10-03-2015,Maggi Healthy Soups - Chinese Manchow 53g,Rs.40.00
10-03-2015,Maggi Healthy Soups - Cream of Mushroom 51g,Rs.45.00
10-03-2015,Maggi Healthy Soups - Hot and Sour Vegetable 52g,Rs.45.00
10-03-2015,Horlicks Biscuits 150g x 2,Rs.36.00
10-03-2015,Horlicks Elaichi Biscuit 100gm x 3,Rs.30.00
10-03-2015,Horlicks Elaichi Biscuit 150g x 2,Rs.36.00
10-03-2015,Horlicks Foodles - MultiGrain Masala 80g x 2,Rs.40.00
10-03-2015,Horlicks Foodles - Regular Masala 80g x 3,Rs.39.00
10-03-2015,Horlicks Oats Plain - Refill 500g,Rs.94.00
10-03-2015,Horlicks Plain Biscuits 150g x 2,Rs.36.00
10-03-2015,Kadalai Mittai 10Nos,Rs.20.00
10-03-2015,Kellogg's All Bran Wheat Flakes 160g,Rs.64.00
10-03-2015,Kellogg's Almond & Honey Corn Flakes 130g,Rs.65.00
10-03-2015,Kellogg's Banana Corn Flakes 300g,Rs.126.00
10-03-2015,Kellogg's Choco Moons & Stars 140g,Rs.64.00
10-03-2015,Kellogg's Chocos 125g,Rs.53.00
10-03-2015,Kellogg's Chocos Duet 125g,Rs.54.00
10-03-2015,Kellogg's Corn Flakes with Real Honey 125g,Rs.51.00
10-03-2015,Kellogg's Extra Muesli - Nut Delight 275g,Rs.132.00
10-03-2015,Kellogg's Heart to Heart Oats 500g,Rs.79.00
10-03-2015,Kellogg's Honey Loops 125g,Rs.54.00
10-03-2015,Kellogg's Mango Corn Flakes 300g,Rs.119.00
10-03-2015,Kellogg's Special K 140g,Rs.59.00
10-03-2015,Kellogg's Strawberry Corn Flakes 100g,Rs.43.00
10-03-2015,Kinder Joy 1Pc.,Rs.35.00
10-03-2015,Kissan Fresh Tomato Ketchup 500g,Rs.94.00
10-03-2015,Kissan Jam - Mango  500g,Rs.112.00
10-03-2015,Kissan Jam - Mixed Fruit 200g,Rs.48.00
10-03-2015,Kissan Jam - Mixed Fruit (Monthly Pack) 700g,Rs.160.00
10-03-2015,Kissan Jam - Mixed Fruit Tub 100g,Rs.20.00
10-03-2015,Kissan Jam - Orange 500g,Rs.112.00
10-03-2015,Kissan Jam - Pineapple 500g,Rs.112.00
10-03-2015,Kissan Jam - Pineapple 200g,Rs.55.00
10-03-2015,Kissan Jam - Pineapple Tub 100g,Rs.25.00
10-03-2015,Kissan Squeezo NOG Sauce 450g,Rs.90.00
10-03-2015,Kissan Sweet & Spicy Ketup 500g,Rs.94.00
10-03-2015,Kissan Tomato Chilli 200g,Rs.51.00
10-03-2015,Knorr Chinese - Noodles / Fried Rice 30g,Rs.25.00
10-03-2015,Knorr Cup-a-Soup - Mixed Vegetables 45g,Rs.40.00
10-03-2015,Knorr Italian Pasta - Red Sauce 64g,Rs.40.00
10-03-2015,Knorr Italian Pasta - White Sauce 64g,Rs.45.00
10-03-2015,Knorr Manchurian - Chinese 55g,Rs.45.00
10-03-2015,Knorr Ready to Cook - Dal Makhani 31g,Rs.40.00
