date,product with quantity,price
11-03-2015,Colgate Kids Bubble Fruit Tooth Paste (80g),72.00
11-03-2015,Colgate MaxFresh Blue Gel Tooth Paste (150g),84.00
11-03-2015,Colgate MaxFresh Blue Gel Tooth Paste (80g),44.00
11-03-2015,Colgate MaxFresh Green Gel Tooth Paste (150g),82.00
11-03-2015,Colgate MaxFresh Red Gel Tooth Paste (150g),84.00
11-03-2015,Colgate MaxFresh Red Gel Tooth Paste (80g),44.00
11-03-2015,Colgate Maximum Cavity Protection (100g),47.00
11-03-2015,Colgate Maximum Cavity Protection (200g),92.00
11-03-2015,Colgate Sensitive Original Tooth Paste (80g),93.00
11-03-2015,Colgate Sensitive Pro-Relief Multi Protection (70g),93.00
11-03-2015,Colgate Sensitive Pro-Relief Tooth Paste (30g),38.00
11-03-2015,Colgate Strong Teeth Tooth Paste (100g),41.00
11-03-2015,Colgate Strong Teeth Tooth Paste (200g),78.00
11-03-2015,Colgate Total Advanced Whitening Tooth Paste (140g),102.00
11-03-2015,Colgate Total Pro Gum Health Tooth Paste (140g),102.00
11-03-2015,Colgate Total Tooth Paste (140g),97.00
11-03-2015,Colgate Total Tooth Paste (2 X 140g),167.00
11-03-2015,Colgate Total Tooth Paste (70g),55.00
11-03-2015,Colgate Visible White Tooth Paste (100g),83.00
11-03-2015,Colgate Visible White Tooth Paste (50g),44.00
11-03-2015,Colgate Strong Teeth Tooth Paste (150g),56.00
11-03-2015,Colgate Active Salt Tooth Paste (28g),10.00
11-03-2015,Colgate MaxFresh Red Gel Tooth Paste (28g),10.00
11-03-2015,Dabur Babool Paste (180g+180g),74.00
11-03-2015,Dabur Herbal Tooth Paste (100g),35.00
11-03-2015,Dabur Herbal Tooth Paste (200g),64.00
11-03-2015,Dabur Meswak Tooth Paste (100g),46.00
11-03-2015,Dabur Meswak Tooth Paste (200g),80.00
11-03-2015,Dabur Meswak Tooth Paste (200g) + 3 Brush,109.00
11-03-2015,Dabur Promise Tooth Paste (170g),70.00
